EBS;place_name;country;disease_name;species_name;alert_id;source;href;issue_date;alert_tag;Manualclass;Confirmed ;Empres-i ref;reviewed;sc;sd;cc;cd;ro;long_name;lon;lat;Pointssamplingtool;Safesignal
HealthMap;"Bihar; India";India;Avian Influenza;Poultry (domestic);6262287;uniindia;http://www.uniindia.com/bird-flu-virus-found-in-bihar/east/news/1466271.html;12-janv-19;Breaking;Relevant;no;;7/29/19 16:10;;;;;;Google News;85.75;25.75;149;41,57
HealthMap;"Gaya; Bihar; India";India;Avian Influenza;Poultry (domestic);6267299;indiatimes;https://timesofindia.indiatimes.com/city/patna/dead-crows-in-gaya-spark-bird-flu-fears/articleshow/67604793.cms;19-janv-19;Warning;Irrelevant;no;;1/21/19 11:29;;;;;;Google News;85;24.783331;133;47,84
HealthMap;South Korea;South Korea;Avian Influenza H7N9;Birds;6276906;twitter;https://twitter.com/Fla_Medic/statuses/1088749077934817280;25-janv-19;Warning;Relevant;yes;245752;7/29/19 10:51;;;;;;Twitter;127.726997;36.615501;57;77,65
HealthMap;Taiwan;China;Avian Influenza;Poultry (domestic);6279383;focustaiwan;http://focustaiwan.tw/news/asoc/201901260015.aspx;26-janv-19;Warning;Relevant;yes;246066;1/27/19 9:36;;;;;;Google News;121.016998;23.873001;72;71,76
HealthMap;"Xinfeng Town; Hsinchu County; Taiwan";China;Avian Influenza;Poultry (domestic);6280498;twitter;https://twitter.com/FluTrackers/statuses/1089573937816748032;17-janv-19;Warning;Relevant;yes;246066;7/29/19 10:26;;;;;;Twitter;120.9991;24.913286;188;26,27
HealthMap;"Cuttack; Orissa; India";India;Avian Influenza;Poultry (domestic);6281111;odishabytes;http://www.odishabytes.com/bird-flu-scare-in-niali-block-in-cuttack/;28-janv-19;Warning;Relevant;yes;244981;7/29/19 10:12;;55;;;;Google News;85.879272;20.464973;142;44,31
HealthMap;"Yunlin County; Taiwan";China;Avian Influenza;Poultry (domestic);6284159;focustaiwan;http://focustaiwan.tw/news/asoc/201901290019.aspx;29-janv-19;Breaking;Relevant;yes;247850;7/28/19 13:26;;;;;;Google News;120.333336;23.666668;244;4,31
HealthMap;"Changde; Hunan Province; China";China;Avian Influenza H9N2;Humans;6293216;outbreaknewstoday;http://outbreaknewstoday.com/h9n2-avian-influenza-case-reported-china-7th-case-2018/;10-Feb-18;Breaking;Relevant;no;;7/25/19 15:39;;;1;;;Google News;111.678299;29.046379;191;25,1
HealthMap;"Bokaro; Jharkhand; India";India;Avian Influenza;Poultry (domestic);6307967;indiatimes;https://timesofindia.indiatimes.com/city/ranchi/bird-flu-confirmed-health-department-on-alert-to-check-spread/articleshow/67920356.cms;10-Feb-19;Breaking;Relevant;yes;246251;7/24/19 15:08;;;;;;Google News;85.966667;23.783331;146;42,75
HealthMap;"Ranchi; Jharkhand; India";India;Avian Influenza;Poultry (domestic);6307967;indiatimes;https://timesofindia.indiatimes.com/city/ranchi/bird-flu-confirmed-health-department-on-alert-to-check-spread/articleshow/67920356.cms;10-Feb-19;Breaking;Relevant;yes;247632;7/24/19 15:08;;;;;;Google News;85.309563;23.344101;129;49,41
HealthMap;"Bokaro; Jharkhand; India";India;Avian Influenza;Crows;6307967;indiatimes;https://timesofindia.indiatimes.com/city/ranchi/bird-flu-confirmed-health-department-on-alert-to-check-spread/articleshow/67920356.cms;10-Feb-19;Breaking;Relevant;yes;247631;7/24/19 15:08;;;;;;Google News;85.966667;23.783331;146;42,75
HealthMap;"Bokaro; Jharkhand; India";India;Avian Influenza;Crows;6308893;telegraphindia;https://www.telegraphindia.com/states/jharkhand/bird-flu-alert-in-bokaro-after-crows-start-dropping-dead/cid/1684162;10-Feb-19;Warning;Relevant;yes;247631;7/24/19 14:28;;;;;;Google News;85.966667;23.783331;146;42,75
HealthMap;"Ranchi; Jharkhand; India";India;Avian Influenza;Crows;6308893;telegraphindia;https://www.telegraphindia.com/states/jharkhand/bird-flu-alert-in-bokaro-after-crows-start-dropping-dead/cid/1684162;10-Feb-19;Warning;Relevant;yes;247631;7/24/19 14:28;;;;;;Google News;85.309563;23.344101;129;49,41
HealthMap;"Godda; Jharkhand; India";India;Avian Influenza;Poultry (domestic);6311752;hindustantimes;https://www.hindustantimes.com/ranchi/jharkhand-on-alert-as-sample-tests-positive-for-bird-flu/story-CrQapvW5VkU9fdMuTTDHoJ.html;12-Feb-19;Breaking;Relevant;no;;7/24/19 14:16;;;;;;Google News;87.301613;24.785069;76;70,2
HealthMap;"Mehrma; Jharkhand; India";India;Avian Influenza;Poultry (domestic);6314472;twitter;https://twitter.com/FluTrackers/statuses/1095709186221096961;12-Feb-19;Warning;Relevant;no;;7/24/19 13:55;;;;;;Twitter;87.36731;25.20048;132;48,24
HealthMap;"Lampung; Indonesia";Indonesia;Avian Influenza;Poultry (domestic);6316783;twitter;https://twitter.com/ironorehopper/statuses/1096075775881723904;14-Feb-19;Breaking;Relevant;no;;7/24/19 13:31;;;;;;Twitter;105.26667;-5.45;102;60
HealthMap;"Lampung; Indonesia";Indonesia;Avian Influenza H5N1;Poultry (domestic);6316783;twitter;https://twitter.com/ironorehopper/statuses/1096075775881723904;14-Feb-19;Breaking;Relevant;no;;7/24/19 13:31;;;;;;Twitter;105.26667;-5.45;102;60
HealthMap;"Changhua County; Taiwan";China;Avian Influenza;Poultry (domestic);6323366;focus taiwan;http://focustaiwan.tw/news/asoc/201902180023.aspx;18-Feb-19;Breaking;Relevant;no;;2/18/19 20:23;;;;;;Google News;120.481842;23.992973;215;15,69
HealthMap;"Changhua County; Taiwan";China;Avian Influenza;Poultry (domestic);6324333;taiwannews;https://www.taiwannews.com.tw/en/news/3641183;18-Feb-19;Breaking;Relevant;no;;7/24/19 12:02;;;;340;;Google News;120.481842;23.992973;215;15,69
HealthMap;"Yunnan Province; China";China;Avian Influenza;Poultry (domestic);6330863;physiciansweekly;https://www.physiciansweekly.com/china-reports-new-bird/;22-Feb-19;Breaking;Relevant;yes;247622;7/24/19 10:17;;;463;463;;Google News;101.997002;25.005899;104;59,22
HealthMap;Vietnam;Vietnam;Avian Influenza H5N6;Chicken;6356822;xinhuanet;http://www.xinhuanet.com/english/2019-03/08/c_137879213.htm;08-mars-19;Breaking;Relevant;no;;03/10/2019 11:18;;;;;;Google News;108.457001;14.9447;70;72,55
HealthMap;"Kathmandu; Central Region; Nepal";Nepal;Avian Influenza;Poultry (domestic);6372413;setopati;https://setopati.net/social/142157;17-mars-19;Warning;Relevant;yes;249487;7/22/19 11:42;;;;;;Google News;85.316666;27.716667;133;47,84
HealthMap;Vietnam;Vietnam;Avian Influenza;Poultry (domestic);6382811;vietnamplus;https://en.vietnamplus.vn/399-districts-identified-as-high-risk-areas-for-bird-flu/148766.vnp;24-mars-19;Warning;Relevant;no;;4/20/19 22:43;;;;;;Google News;108.457001;14.9447;70;72,55
HealthMap;Vietnam;Vietnam;Avian Influenza;Poultry (domestic);6383759;elevenmyanmar;https://elevenmyanmar.com/news/399-districts-identified-as-high-risk-areas-for-bird-fluasianewsnetwork;23-mars-19;Warning;Relevant;no;;7/22/19 10:25;;;;;;Google News;108.457001;14.9447;70;72,55
HealthMap;"Jiangsu Province; China";China;Avian Influenza H9N2;Humans;6390848;twitter;https://twitter.com/FluTrackers/statuses/1110931319436005376;27-mars-19;Breaking;Relevant;no;;7/22/19 8:46;;;1;;;Twitter;120.014603;32.9902;131;48,63
HealthMap;"Liaoning Province; China";China;Avian Influenza H5N1;Poultry (domestic);6399058;trust;http://news.trust.org/item/20190402025734-xjtxc/;04-Apr-19;Breaking;Relevant;yes;250118;7/19/19 16:03;;;;;;Google News;123.002899;41.013;98;61,57
HealthMap;"Gansu Province; China";China;Avian Influenza H7N9;Humans;6406033;outbreaknewstoday;http://outbreaknewstoday.com/h7n9-avian-influenza-reported-gansu-china-1st-human-case-2019/;05-Apr-19;Breaking;Relevant;no;;7/19/19 13:47;;;1;;;Google News;102;38;39;84,71
HealthMap;"Chhukha District; Bhutan";Bhutan;Avian Influenza H5N1;Poultry (domestic);6418964;promedmail;http://promedmail.org/direct.php?id=20190413.6418964;13-Apr-19;No Tag;Relevant;yes;251274;7/19/19 10:55;;;264;264;;ProMED Mail;89.583328;27.066669;82;67,84
HealthMap;"Takeo Province; Cambodia";Cambodia;Avian Influenza H5N6;Poultry (domestic);6430421;xinhuanet;http://www.xinhuanet.com/english/2019-04/19/c_137990592.htm;19-Apr-19;Breaking;Relevant;yes;251626;7/18/19 16:16;;;;;;Google News;104.782997;10.983;149;41,57
HealthMap;"Kathmandu; Central Region; Nepal";Nepal;Avian Influenza H5N1;Humans;6452479;leadership;https://leadership.ng/2019/05/02/man-dies-of-bird-flu-report/;02-May-19;Breaking;Relevant;yes;252247;8/28/19 16:11;;;1;1;;Google News;85.316666;27.716667;133;47,84
HealthMap;Nepal;Nepal;Avian Influenza H5N1;Humans;6452696;twitter;https://twitter.com/ironorehopper/statuses/1123966598199554054;02-May-19;Breaking;Relevant;no;252247;7/17/19 11:45;;;1;1;;Twitter;83.938553;28.25301;140;45,1
HealthMap;"Kavrepalanchok; Nepal";Nepal;Avian Influenza H5N1;Humans;6455294;outbreaknewstoday;http://outbreaknewstoday.com/nepal-reports-1st-human-h5n1-avian-influenza-death-28437/;03-May-19;Breaking;Relevant;yes;252247;7/17/19 11:14;;;1;1;;Google News;85.561211;27.525942;141;44,71
HealthMap;Nepal;Nepal;Avian Influenza;Humans;6496096;hymalaian times;https://thehimalayantimes.com/opinion/first-bird-flu-death-what-next/;31-May-19;Breaking;Relevant;yes;252247;07/12/2019 16:02;;;;1;;Google News;83.938553;28.25301;140;45,1
HealthMap;"Kathmandu; Central Region; Nepal";Nepal;Avian Influenza;Crows;6496096;hymalaian times;https://thehimalayantimes.com/opinion/first-bird-flu-death-what-next/;31-May-19;Breaking;Relevant;yes;249548;07/12/2019 16:02;;;;;;Google News;85.316666;27.716667;133;47,84
HealthMap;"Changhua County; Taiwan";China;Avian Influenza;Poultry (domestic);6533444;focus taiwan;http://focustaiwan.tw/news/asoc/201906220013.aspx;22-juin-19;Breaking;Relevant;yes;254656;07/11/2019 14:26;;;;;;Google News;120.481842;23.992973;215;15,69
PadiWeb;Nghe An Province ;Vietnam ;Avian Influenza H5N6;Ducks (domestic);5340f7ff9e;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHUBNtKhuLNUopAl8135TUuqmJhKg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=B_5jW9DlDc-2zAbHl6WQBQ&url=https://e.vnexpress.net/news/news/bird-flu-scare-sends-thousands-of-ducklings-to-their-death-in-vietnam-3786617.html;2-Aug-18;;Relevant;yes;238790;;;;;;;;105.5515;19.0306;145;43,14
PadiWeb;Nghe An Province ;Vietnam ;Avian Influenza H5N6;Backyard bird;62c651df87;reuters;https://www.reuters.com/article/us-health-birdflu-vietnam/vietnam-reports-three-outbreaks-of-highly-pathogenic-bird-flu-ie-idUSKBN1KO1VN;3-Aug-18;;Relevant;yes;238790;;;;;;;;105.5516;19.0307;145;43,14
PadiWeb;Nghe An Province ;Vietnam ;Avian Influenza H5N6;Backyard bird;5OEBL52G86;express;https://www.express.co.uk/news/world/998631/bird-flu-virus-vietnam-h5n6-infection-bird-flu-outbreak-latest;3-Aug-18;;Relevant;yes;238790;;;;;;;;105.5517;19.0308;145;43,14
PadiWeb;Sabbah;Malaysia;Avian Influenza;Poultry (domestic);XLBK2D23KA;thestar;https://www.thestar.com.my/news/nation/2018/08/04/caution-advised-for-sabahs-poultry-farmers-after-one-bird-flu-case-reported-near-kk/;4-Aug-18;;Relevant;yes;239196;;;;;;;;116.2288;6.06640;86;66,27
PadiWeb;Hai Phong;Vietnam ;Avian Influenza H5N6;Backyard bird;a4d1d4592c;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHBxnSZO1CR0SisBDcTIsW5tVhBKQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779993615001&ei=ifJnW8iUG4_6zAae_LrYAg&url=https://www.deccanchronicle.com/lifestyle/health-and-wellbeing/060818/vietnam-reports-three-outbreaks-of-highly-pathogenic-bird-flu.html;5-Aug-18;;Relevant;yes;238590;;;;;;;;106.609;20.9105;228;10,59
PadiWeb;Sabbah;Malaysia;Avian Influenza;Chicken;db0e1d1f0a;theborneopost;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEgbN2_VSW68pPtCh_bEqdbqqFWMA&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=ifJnW8iUG4_6zAae_LrYAg&url=http://www.theborneopost.com/2018/08/06/special-team-up-to-handle-bird-flu-outbreak/;6-Aug-18;;Relevant;yes;239196;;;;;;;;116.2288;6.06640;86;66,27
PadiWeb;Sabbah;Malaysia;Avian Influenza H5N1;Chicken;QC919HLXQZ;reuters;https://www.reuters.com/article/us-health-health-birdflu-malaysia/malaysia-reports-h5n1-bird-flu-outbreak-on-farm-oie-idUSKBN1KR13M;6-Aug-18;;Relevant;yes;238793;;;;;;;;116.229785;6.105563;104;59,22
PadiWeb;Sabbah;Malaysia;Avian Influenza H5N1;Poultry (domestic);NCX7494XEU;channelnewsasia;https://www.channelnewsasia.com/news/world/malaysia-reports-h5n1-bird-flu-outbreak-on-farm---oie-10593948;6-Aug-18;;Relevant;yes;238793;;;;;;;;116.229786;6.105564;104;59,22
PadiWeb;Sabbah;Malaysia;Avian Influenza H5N1;Chicken;6ef1cd0ce0;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEDbi8CT2ptzkiPBVR1f8pTJnq7wQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779993405654&ei=RUVpW8jiAdHtzAaaubSIBw&url=https://www.devdiscourse.com/Article/103442-all-about-britains-organ-donation-scheme-argentine-abortion-bill-malaysias-bird-flu-outbreak;6-Aug-18;;Relevant;yes;239196;;;;;;;;116.2288;6.06640;86;66,27
PadiWeb;Sabbah;Malaysia;Avian Influenza H5N1;Chicken;b92766face;go6ble.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGAXNlT9TSlNKMvtH8ygndO5hN_3Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779994251634&ei=C0RpW7jqDtHtzAaaubSIBw&url=https://www.themalaysianinsight.com/s/85408glogKMv;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGAXNlT9TSlNKMvtH8ygndO5hN_3Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779994251634&ei=C0RpW7jqDtHtzAaaubSIBw&url=https://www.themalaysianinsight.com/s/85408;6-Aug-18;;Relevant;yes;239196;;;;;;;;116.2288;6.06640;86;66,27
PadiWeb;Sabbah;Malaysia;Avian Influenza;Chicken;b019dcb030;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFP5dLuQE7_ut9w20FMnckbHeig0g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779994251634&ei=i5VqW9idMo_6zAae_LrYAg&url=http://www.theborneopost.com/2018/08/07/10000-chickens-culled-to-contain-bird-flu-situation/;6-Aug-18;;Relevant;yes;238793;;;;;;;;116.229785;6.105563;104;59,22
PadiWeb;Sabbah;Malaysia;Avian Influenza;Chicken;84a529e3e0;yahoo;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEWUatjd4PH2iXEw7573h42fgv5Nw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779995083500&ei=C0RpW7jqDtHtzAaaubSIBw&url=https://sg.news.yahoo.com/sarawak-bans-poultry-sabah-bird-025410904.html;7-Aug-18;;Relevant;yes;238793;;;;;;;;116.229786;6.105564;104;59,22
PadiWeb;Sabbah;Malaysia;Avian Influenza;Chicken;4R233CGFXA;reuters;https://www.reuters.com/article/us-health-birdflu-malaysia-hongkong/hong-kong-suspends-imports-of-chicken-eggs-from-malaysian-state-after-bird-flu-outbreak-idUSKBN1KS1GL;7-Aug-18;;Relevant;yes;238793;;;;;;;;116.229786;6.105564;104;59,22
PadiWeb;Sabbah;Malaysia;Avian Influenza H5N1;Chicken;NE2RP7X9IN;thestar;https://www.thestar.com.my/news/nation/2018/08/07/sabah-health-dept-fully-prepared-to-handle-bird-flu-outbreak-at-village-near-tuaran/;7-Aug-18;;Relevant;yes;238794;;;;;;;;116.229787;6.105565;104;59,22
PadiWeb;Sabbah;Malaysia;Avian Influenza;Chicken;c2a25447a7;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFUwTI4qptFSbDr5G-jXk-AZWnm5Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779996163813&ei=i5VqW9idMo_6zAae_LrYAg&url=https://www.reuters.com/article/us-health-birdflu-malaysia-hongkong/hong-kong-suspends-imports-of-chicken-eggs-from-malaysian-state-after-bird-flu-outbreak-idUSKBN1KS1GL;7-Aug-18;;Relevant;yes;238793;;;;;;;;116.229787;6.105565;104;59,22
PadiWeb;Sabah;Malaysia, Sabbah;Avian Influenza;chicken;7eda40ca2e;themalaysianinsight.com/s;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGEaOzLThnwo1WCXgCMUwYmUqUCbQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=DedrW4HMOtHtzAaaubSIBw&url=https://www.themalaysianinsight.com/s/86020;8-Aug-18;;Relevant;yes;238793;;;;;;;;116.229786;6.105564;104;59,22
PadiWeb;Sabbah;UAE/Malaysia;Avian Influenza H5N1;Chicken;0732a35fad;google;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGNby3zCWK4v2oY89jss8rZf9Wv8A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779997938562&ei=jzhtW6irCc-2zAbHl6WQBQ&url=http://gulfbusiness.com/uae-bans-import-live-birds-east-malaysia-bird-flu-fears/;9-Aug-18;;Relevant;;;;;;;;;;116.229786;6.105564;104;59,22
PadiWeb;Kampung Kauluan;Malaysia, Sabbah;Avian Influenza;Chicken;8796272367;theborneopost;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGNAFX3E3BHfnBlxkR1PEh2tabLSQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=jzhtW6irCc-2zAbHl6WQBQ&url=http://www.theborneopost.com/2018/08/10/dvs-takes-preventive-measures-to-stop-bird-flu-spread/;9-Aug-18;;Relevant;yes;238793;;;;;;;;116.229785;6.105563;104;59,22
PadiWeb;Kampung Kauluan;Malaysia, Sabbah;Avian Influenza;chicken;7943f8295e;theborneopost;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG_DCjuoysOMnImf0fNjF2GAL3FQA&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=jzhtW6irCc-2zAbHl6WQBQ&url=http://www.theborneopost.com/2018/08/10/sarawak-still-free-from-avian-flu-disease/;9-Aug-18;;Relevant;yes;238793;;;;;;;;116.229786;6.105564;104;59,22
PadiWeb;Kampung Kauluan;Malaysia, Sabbah;Avian Influenza;Poultry (domestic);WKH0YSCLZX;thestar;https://www.thestar.com.my/news/nation/2018/08/13/sabah-halts-all-poultry-exports-following-bird-flu-detection-in-tuaran/;13-Aug-18;;Relevant;yes;238793;;;;;;;;116.229787;6.105565;104;59,22
PadiWeb;Kampung Kauluan;Malaysia, Sabbah;Avian Influenza H5N1;Poultry (domestic);2116348b50;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEBp4RTv4jO2P-5b45ru2cXR6IEHw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780003510011&ei=FdBzW-CzDtHtzAaaubSIBw&url=http://www.thesundaily.my/news/2018/08/14/bird-flu-outbreak-well-contained-tuaran;14-Aug-18;;Relevant;yes;238793;;;;;;;;116.229787;6.105565;104;59,22
PadiWeb;Sabbah;Malaysia;Avian Influenza;Chicken;9ac19713ed;cidrap;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGVeZp7eCnPB0dWWoK9lFm-DfyI8Q&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=0yF1W4DlCM-2zAbHl6WQBQ&url=http://www.cidrap.umn.edu/news-perspective/2018/08/news-scan-aug-15-2018;15-Aug-18;;Relevant;yes;238793;;;;;;;;116.229787;6.105565;104;59,22
PadiWeb;Kampung Kauluan;Malaysia, Sabbah;Avian Influenza H5N1;Birds;d5debe2b9b;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHCEsKGq1cBils4LXttAkxLtpzT_w&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=liF1W4jKHtHtzAaaubSIBw&url=http://www.freemalaysiatoday.com/category/nation/2018/08/16/wong-denies-bird-flu-in-sabah-due-to-ministrys-negligence/;15-Aug-18;;Relevant;yes;238793;;;;;;;;116.229785;6.105563;104;59,22
PadiWeb;Kampung Kauluan;Malaysia, Sabbah;Avian Influenza;Poultry (domestic);b168952ee5;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGXMqmRw9-oSieGlXWTo2O6NcPBJw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780005166317&ei=liF1W4jKHtHtzAaaubSIBw&url=http://www.theedgemarkets.com/article/malaysia-clarify-bird-flu-outbreak-indonesia-following-poultry-ban;15-Aug-18;;Relevant;yes;238793;;;;;;;;116.229785;6.105563;104;59,22
PadiWeb;Guangxi Zhuangzu Zizhiqu;China Guangxi;Avian Influenza H5N1;Humans;7DJ6CPB7JU;oubtreaknewstoday;http://outbreaknewstoday.com/china-human-h5n6-avian-influenza-case-reported-guangxi-33168/;20-Aug-18;;Relevant;yes;239439;;;;;;;;109.776963;24.676294;102;60
PadiWeb;Phnom Penh;Cambodia;Avian Influenza H5N1;Poultry (domestic);a714367059;khmertimeskh.com;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH0kaTSxXIr8A-iLrINTJ8m9p4MHg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=qJaHW6CBCqfdzAao1ZTQBw&url=https://www.khmertimeskh.com/50528182/bird-flu-outbreak-in-tboung-khmum/;29-Aug-18;;Relevant;yes;249353;;;;;;;;104.921028;11.569583;154;39,61
PadiWeb;Sabbah;Malaysia;Avian Influenza H5N1;Poultry (domestic);262a288045;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHQs87ZLRyTlSVGnIWOiEc34LdrgQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780029559730&ei=LS6OW5jWNK6ezAaUlZCoAg&url=http://gulfbusiness.com/saudi-bans-import-live-birds-eggs-malaysia-bird-flu-concerns/;03-sept-18;;Relevant;;;;;;;;;;116.229787;6.105565;104;59,22
PadiWeb;Guizhou Sheng;China;Avian Influenza H5N6;Poultry (domestic);OMOKU2TVIH;reuters;https://www.reuters.com/article/us-china-health-birdflu-outbreak/china-reports-h5n6-bird-flu-case-on-poultry-farm-in-guizhou-province-idUSKCN1M90BN;29-sept-18;;Relevant;yes;240709;;;;;;;;106.665;25.832;59;76,86
PadiWeb;Guizhou Sheng;China;Avian Influenza H5N6;Poultry (domestic);08d1b73c62;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEBd8MLBGHYP7O_cnigkpc-kBHdAg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780055552950&ei=CcaxW6DaFse-6QSuhJTACQ&url=https://www.devdiscourse.com/Article/health/201549-health-news-round-up-skin-cancer-drug-h5n6-bird-flu-african-swine-fever;30-sept-18;;Relevant;yes;240709;;;;;;;;106.665;25.832;59;76,86
PadiWeb;Guizhou Sheng;China;Avian Influenza H5N6;Poultry (domestic);VNRGK6G9Q9;cidrap;http://www.cidrap.umn.edu/news-perspective/2018/10/news-scan-oct-01-2018;01-oct-18;;Relevant;yes;240709;;;;;;;;106.665;25.832;59;76,86
PadiWeb;Guizhou Sheng;China;Avian Influenza H5N6;Poultry (domestic);de102937be;cidrap;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHCnnAHl1pUXejgTMdzQYtqzJYylw&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=wxezW5C-L8aCmwXCga_ADw&url=http://www.cidrap.umn.edu/news-perspective/2018/10/news-scan-oct-01-2018;01-oct-18;;Relevant;yes;240709;;;;;;;;106.665;25.832;59;76,86
PadiWeb;Hunan Sheng;China;Avian Influenza H5N6;Poultry (domestic);AH6ECLFQB3;reuters;https://www.reuters.com/article/us-china-health-birdflu-outbreak/china-reports-new-h5n6-bird-flu-outbreak-in-hunan-province-idUSKCN1MJ150;09-oct-18;;Relevant;yes;240989;;;;;;;;109.392;27.809;86;66,27
PadiWeb;Hunan Sheng;China;Avian Influenza H5N6;Poultry (domestic);47cfa74f1a;physiciansweekly;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHZ48N2b81dhRovu-uMxBE9ghiTSg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780061392433&ei=lKO9W4jtPLKFmwWdkbDwDw&url=https://www.physiciansweekly.com/china-reports-new-h5n6/;09-oct-18;;Relevant;yes;240989;;;;;;;;109.392;27.809;86;66,27
PadiWeb;Hunan Sheng;China;Avian Influenza H5N6;Poultry (domestic);99c2f9b0be;vnexpress international;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGVMSrg2dLxRQjoY7IsVq4KnyhJSQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780061392433&ei=GZjBW4C7FqPbzAa3qpCIBg&url=https://www.channelnewsasia.com/news/asia/china-reports-new-h5n6-bird-flu-outbreak-in-hunan-province-10808126;09-oct-18;;Relevant;yes;240989;;;;;;;;109.392;27.809;86;66,27
PadiWeb;Hunan Sheng;China;Avian Influenza H5N6;Poultry (domestic);1677b14c6f;shine;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH4cu1N6DAwBleq_wIK9ihI_1U5oA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780061392433&ei=ny_IW_CqK8iV-waBwry4CQ&url=https://www.shine.cn/news/nation/1810093207/;09-oct-18;;Relevant;yes;240989;;;;;;;;109.392;27.809;86;66,27
PadiWeb;Pintung County;Taiwan;Avian Influenza H5N2;Ducks (domestic);62PBGQO13D;cidrap;http://www.cidrap.umn.edu/news-perspective/2018/10/flu-scan-oct-10-2018;10-oct-18;;Relevant;;;;;;;;;;120.487928;22.682802;203;20,39
PadiWeb;Chungchongbuk-do;South Korea;Avian Influenza H5N2;wild birds;295b6d4f0f;yonhapnews;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEFWk7pz-CqPj8I_8cP8SQiLo2G2A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=ny_IW_CqK8iV-waBwry4CQ&url=http://english.yonhapnews.co.kr/news/2018/10/18/0200000000AEN20181018006100320.html;18-oct-18;;Relevant;yes;241860;;;;;;;;127.75;36.75;99;61,18
PadiWeb;Chungchongbuk-do;South Korea;Avian Influenza H5N2;wild birds;bafcbb05d8;google;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGI8P_joUNq9dLYDoXgcxwpnp8ohg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52780069940897&ei=ny_IW_CqK8iV-waBwry4CQ&url=http://www.koreaherald.com/view.php?ud%3D20181018000554;18-oct-18;;Relevant;yes;241860;;;;;;;;127.75;36.75;99;61,18
